state,date,density_dex,num_devices
MT,2020-01-21,35.326302,60025
MT,2020-01-22,36.869801,59925
MT,2020-01-23,36.767502,60165
MT,2020-01-24,42.8367,59732
MT,2020-01-25,40.037201,58907
MT,2020-01-26,34.2673,58804
MT,2020-01-27,35.332401,60894
MT,2020-01-28,34.7481,60962
MT,2020-01-29,36.382401,61462
MT,2020-01-30,36.475899,60451
MT,2020-01-31,43.098999,61110
MT,2020-02-01,44.540501,60259
MT,2020-02-02,31.2635,59910
MT,2020-02-03,32.903198,62305
MT,2020-02-04,33.9417,63156
MT,2020-02-05,34.740601,63355
MT,2020-02-06,38.865101,62418
MT,2020-02-07,42.975601,62582
MT,2020-02-08,40.992699,61348
MT,2020-02-09,36.259998,60550
MT,2020-02-10,36.7262,62541
MT,2020-02-11,36.120399,62324
MT,2020-02-12,34.7365,62538
MT,2020-02-13,37.223801,59562
MT,2020-02-14,47.984798,61922
MT,2020-02-15,45.6563,61511
MT,2020-02-16,38.220901,61253
MT,2020-02-17,37.611801,62084
MT,2020-02-18,39.311901,62841
MT,2020-02-19,38.5079,62447
MT,2020-02-20,39.876598,61697
MT,2020-02-21,45.242802,61214
MT,2020-02-22,46.485401,60006
MT,2020-02-23,36.8456,59872
MT,2020-02-24,35.418598,62965
MT,2020-02-25,37.850201,61881
MT,2020-02-26,39.3605,60883
MT,2020-02-27,42.337002,62031
MT,2020-02-28,49.8004,60677
MT,2020-02-29,50.670101,60920
MT,2020-03-01,42.137699,59876
MT,2020-03-02,37.365898,61325
MT,2020-03-03,36.596298,61937
MT,2020-03-04,38.771702,62438
MT,2020-03-05,42.078499,60695
MT,2020-03-06,48.614899,59965
MT,2020-03-07,50.0308,59179
MT,2020-03-08,38.949299,58798
MT,2020-03-09,31.6931,59097
MT,2020-03-10,35.441101,59293
MT,2020-03-11,24.588499,54434
MT,2020-03-12,25.228001,58535
MT,2020-03-13,34.344501,60081
MT,2020-03-14,35.446301,59220
MT,2020-03-15,28.9729,59206
MT,2020-03-16,30.2565,58239
MT,2020-03-17,29.983101,58075
MT,2020-03-18,26.2514,57146
MT,2020-03-19,23.704,57493
MT,2020-03-20,31.486601,58717
MT,2020-03-21,27.5299,57525
MT,2020-03-22,16.6696,55339
MT,2020-03-23,23.456301,57823
MT,2020-03-24,26.914499,58818
MT,2020-03-25,27.386801,58637
MT,2020-03-26,24.773701,57550
MT,2020-03-27,28.737,58082
MT,2020-03-28,20.4723,57393
MT,2020-03-29,20.0268,58526
MT,2020-03-30,19.5667,59147
MT,2020-03-31,18.9753,59016
MT,2020-04-01,16.839899,55844
MT,2020-04-02,17.2358,55331
MT,2020-04-03,25.638599,56211
MT,2020-04-04,23.129499,54852
MT,2020-04-05,17.9433,54638
MT,2020-04-06,18.7155,54381
MT,2020-04-07,19.997601,55212
MT,2020-04-08,20.910299,54568
MT,2020-04-09,21.3036,55743
MT,2020-04-10,26.3183,55960
MT,2020-04-11,20.5399,54484
MT,2020-04-12,13.3029,53194
MT,2020-04-13,17.183001,53270
MT,2020-04-14,14.703,48936
MT,2020-04-15,17.718,46539
MT,2020-04-16,18.463499,45966
MT,2020-04-17,20.706699,46056
MT,2020-04-18,23.211,49352
MT,2020-04-19,20.048,53327
MT,2020-04-20,22.567801,51152
MT,2020-04-21,24.105,50893
MT,2020-04-22,25.1362,49819
MT,2020-04-23,24.011499,50157
MT,2020-04-24,27.4977,50863
MT,2020-04-25,31.167101,53551
MT,2020-04-26,26.4466,53398
MT,2020-04-27,25.8298,49743
MT,2020-04-28,26.854401,50154
MT,2020-04-29,28.111099,49923
MT,2020-04-30,26.4837,50498
MT,2020-05-01,31.9832,49639
MT,2020-05-02,35.925598,53545
MT,2020-05-03,26.542601,54449
MT,2020-05-04,30.114401,50804
MT,2020-05-05,30.9834,51208
MT,2020-05-06,29.686899,52404
MT,2020-05-07,30.441401,51869
MT,2020-05-08,38.056702,51333
MT,2020-05-09,41.879799,54608
MT,2020-05-10,32.9249,54955
MT,2020-05-11,28.3274,51064
MT,2020-05-12,27.421,51565
MT,2020-05-13,30.819901,51984
MT,2020-05-14,33.868198,51938
MT,2020-05-15,36.945999,52913
MT,2020-05-16,38.0667,54977
MT,2020-05-17,31.8179,54772
MT,2020-05-18,36.058701,56696
MT,2020-05-19,33.214001,53405
MT,2020-05-20,34.537601,53577
MT,2020-05-21,35.508801,52707
MT,2020-05-22,39.539902,52302
MT,2020-05-23,38.785099,55200
MT,2020-05-24,34.131599,54014
MT,2020-05-25,29.035,50968
MT,2020-05-26,38.732101,56274
MT,2020-05-27,34.836601,51183
MT,2020-05-28,35.751701,50363
MT,2020-05-29,41.488998,56423
MT,2020-05-30,33.2313,52061
MT,2020-05-31,33.5979,56787
MT,2020-06-01,34.321602,52706
MT,2020-06-02,36.017899,52059
MT,2020-06-03,40.294601,51872
NE,2020-01-20,41.315701,166705
NE,2020-01-21,38.390999,173799
NE,2020-01-22,32.070301,173306
NE,2020-01-23,37.220699,175926
NE,2020-01-24,47.9104,170832
NE,2020-01-25,59.954498,165990
NE,2020-01-26,49.666599,167556
NE,2020-01-27,37.731899,172657
NE,2020-01-28,36.990398,175133
NE,2020-01-29,39.3372,173631
NE,2020-01-30,40.1688,171327
NE,2020-01-31,50.576302,170554
NE,2020-02-01,66.267403,167018
NE,2020-02-02,50.996101,172687
NE,2020-02-03,38.115898,179442
NE,2020-02-04,39.127701,179220
NE,2020-02-05,40.7757,178711
NE,2020-02-06,42.498199,175708
NE,2020-02-07,52.003502,175530
NE,2020-02-08,64.908699,171565
NE,2020-02-09,52.449001,170784
NE,2020-02-10,41.883701,176493
NE,2020-02-11,41.565102,175476
NE,2020-02-12,41.8442,180738
NE,2020-02-13,40.006901,167929
NE,2020-02-14,56.0755,170637
NE,2020-02-15,64.456001,169723
NE,2020-02-16,50.835899,170780
NE,2020-02-17,43.564201,173849
NE,2020-02-18,39.296501,175828
NE,2020-02-19,37.894299,176816
NE,2020-02-20,43.641201,173103
NE,2020-02-21,55.8265,172130
NE,2020-02-22,65.156403,169214
NE,2020-02-23,52.746101,168898
NE,2020-02-24,40.894402,178441
NE,2020-02-25,39.045601,177132
NE,2020-02-26,41.693001,172343
NE,2020-02-27,44.246899,175956
NE,2020-02-28,56.154999,172174
NE,2020-02-29,68.094704,170698
NE,2020-03-01,56.402302,171165
NE,2020-03-02,42.2187,174801
NE,2020-03-03,40.522202,173328
NE,2020-03-04,44.391201,174345
NE,2020-03-05,46.849602,172301
NE,2020-03-06,57.762798,168688
NE,2020-03-07,68.131897,165856
NE,2020-03-08,53.251499,166072
NE,2020-03-09,32.109901,168677
NE,2020-03-10,38.376801,166442
NE,2020-03-11,27.9109,152722
NE,2020-03-12,31.184601,164869
NE,2020-03-13,40.6604,169200
NE,2020-03-14,41.827499,160891
NE,2020-03-15,43.064602,162569
NE,2020-03-16,33.149399,166087
NE,2020-03-17,28.4072,166340
NE,2020-03-18,26.687799,166912
NE,2020-03-19,23.4219,171629
NE,2020-03-20,30.861099,168632
NE,2020-03-21,29.097601,163774
NE,2020-03-22,22.7665,160568
NE,2020-03-23,19.651699,164151
NE,2020-03-24,24.7693,165981
NE,2020-03-25,25.492701,167463
NE,2020-03-26,21.118999,165580
NE,2020-03-27,25.8326,167989
NE,2020-03-28,33.048401,167489
NE,2020-03-29,27.58,166479
NE,2020-03-30,19.067301,170384
NE,2020-03-31,21.4923,168496
NE,2020-04-01,21.482201,162773
NE,2020-04-02,20.2796,162608
NE,2020-04-03,26.4382,159909
NE,2020-04-04,29.308001,155829
NE,2020-04-05,21.893999,157063
NE,2020-04-06,17.143101,157107
NE,2020-04-07,18.715799,161424
NE,2020-04-08,19.2759,157887
NE,2020-04-09,19.445101,158443
NE,2020-04-10,26.2824,159646
NE,2020-04-11,34.473801,160450
NE,2020-04-12,11.0509,150806
NE,2020-04-13,15.4956,152899
NE,2020-04-14,13.3384,139008
NE,2020-04-15,16.697201,136492
NE,2020-04-16,13.0822,135671
NE,2020-04-17,19.7754,132160
NE,2020-04-18,28.2201,139938
NE,2020-04-19,23.0224,151469
NE,2020-04-20,20.446199,149830
NE,2020-04-21,22.702,145897
NE,2020-04-22,23.8482,143829
NE,2020-04-23,24.2393,144744
NE,2020-04-24,28.7929,146937
NE,2020-04-25,38.784,152880
NE,2020-04-26,30.462099,150029
NE,2020-04-27,23.7201,142210
NE,2020-04-28,23.818501,147996
NE,2020-04-29,24.5898,142843
NE,2020-04-30,26.427799,141419
NE,2020-05-01,33.214298,142579
NE,2020-05-02,40.939701,151603
NE,2020-05-03,32.0938,152775
NE,2020-05-04,23.325701,148069
NE,2020-05-05,27.326401,146129
NE,2020-05-06,26.142099,147214
NE,2020-05-07,26.93,149232
NE,2020-05-08,36.282398,145438
NE,2020-05-09,49.144402,156933
NE,2020-05-10,37.032398,154955
NE,2020-05-11,23.2887,146433
NE,2020-05-12,25.1451,146030
NE,2020-05-13,26.398001,149051
NE,2020-05-14,28.1387,148894
NE,2020-05-15,35.715698,149759
NE,2020-05-16,44.9492,158769
NE,2020-05-17,36.312099,150160
NE,2020-05-18,31.32,153362
NE,2020-05-19,29.602301,146407
NE,2020-05-20,30.533701,147180
NE,2020-05-21,31.9156,150917
NE,2020-05-22,40.2985,150841
NE,2020-05-23,47.461601,157002
NE,2020-05-24,37.907299,157517
NE,2020-05-25,32.047298,145228
NE,2020-05-26,32.655899,155347
NE,2020-05-27,30.820101,142629
NE,2020-05-28,32.1395,142010
NE,2020-05-29,42.5471,154901
NE,2020-05-30,41.176498,146596
NE,2020-05-31,36.941898,153400
NE,2020-06-01,29.2652,146262
NE,2020-06-02,32.6231,144613
NE,2020-06-03,35.588799,143795
NV,2020-01-20,176.50529,177662
NV,2020-01-21,162.39529,181447
NV,2020-01-22,169.3011,181734
NV,2020-01-23,170.01089,182272
NV,2020-01-24,201.6122,183016
NV,2020-01-25,235.7807,181947
NV,2020-01-26,183.6884,177580
NV,2020-01-27,144.9687,181898
NV,2020-01-28,134.4409,180125
NV,2020-01-29,131.0811,180841
NV,2020-01-30,146.0806,180998
NV,2020-01-31,186.9326,183190
NV,2020-02-01,239.9493,185570
NV,2020-02-02,181.3138,183558
NV,2020-02-03,150.8685,187998
NV,2020-02-04,145.3632,188623
NV,2020-02-05,154.12469,190004
NV,2020-02-06,171.1848,188858
NV,2020-02-07,204.9239,190939
NV,2020-02-08,244.1162,188531
NV,2020-02-09,177.0127,182626
NV,2020-02-10,140.4192,187181
NV,2020-02-11,131.9532,185603
NV,2020-02-12,131.6993,183648
NV,2020-02-13,154.82401,176701
NV,2020-02-14,235.13361,184127
NV,2020-02-15,321.9762,189564
NV,2020-02-16,275.8638,183513
NV,2020-02-17,193.276,179389
NV,2020-02-18,146.39059,180734
NV,2020-02-19,143.26801,180445
NV,2020-02-20,165.5668,182677
NV,2020-02-21,211.5369,186245
NV,2020-02-22,264.91629,187724
NV,2020-02-23,207.46809,178773
NV,2020-02-24,147.34151,181301
NV,2020-02-25,139.80161,180087
NV,2020-02-26,148.9762,179449
NV,2020-02-27,156.1367,183482
NV,2020-02-28,196.3105,183008
NV,2020-02-29,237.7805,183764
NV,2020-03-01,177.62511,178231
NV,2020-03-02,136.36549,179169
NV,2020-03-03,131.47591,178547
NV,2020-03-04,133.8772,179361
NV,2020-03-05,151.4783,179761
NV,2020-03-06,187.88609,181076
NV,2020-03-07,233.47771,180919
NV,2020-03-08,181.58189,173333
NV,2020-03-09,104.9186,171692
NV,2020-03-10,129.50101,174858
NV,2020-03-11,84.476097,157636
NV,2020-03-12,83.472198,169041
NV,2020-03-13,101.7965,171566
NV,2020-03-14,151.2213,170347
NV,2020-03-15,112.3746,167553
NV,2020-03-16,62.921001,164412
NV,2020-03-17,46.674,161794
NV,2020-03-18,35.725101,157453
NV,2020-03-19,27.1159,154607
NV,2020-03-20,42.041199,157290
NV,2020-03-21,30.799999,152512
NV,2020-03-22,20.868999,143385
NV,2020-03-23,21.267799,150028
NV,2020-03-24,32.294899,152918
NV,2020-03-25,32.958099,152413
NV,2020-03-26,22.4235,149612
NV,2020-03-27,24.839701,150883
NV,2020-03-28,36.485699,149441
NV,2020-03-29,29.324301,148354
NV,2020-03-30,20.859501,149811
NV,2020-03-31,21.749901,149714
NV,2020-04-01,22.431,144335
NV,2020-04-02,21.6504,141864
NV,2020-04-03,38.546001,146192
NV,2020-04-04,33.949402,141424
NV,2020-04-05,25.370701,140057
NV,2020-04-06,19.2738,139659
NV,2020-04-07,18.6269,144055
NV,2020-04-08,19.501101,138799
NV,2020-04-09,20.084299,139649
NV,2020-04-10,24.768801,140440
NV,2020-04-11,38.497501,140395
NV,2020-04-12,21.2686,135150
NV,2020-04-13,18.925501,135283
NV,2020-04-14,16.249001,124957
NV,2020-04-15,20.959499,116939
NV,2020-04-16,20.0334,117300
NV,2020-04-17,23.0501,117776
NV,2020-04-18,32.202301,126680
NV,2020-04-19,29.025999,135041
NV,2020-04-20,22.622499,129243
NV,2020-04-21,24.5312,130296
NV,2020-04-22,25.1185,128273
NV,2020-04-23,25.1964,125791
NV,2020-04-24,29.8307,129762
NV,2020-04-25,41.919601,140277
NV,2020-04-26,34.420101,137836
NV,2020-04-27,26.543301,125468
NV,2020-04-28,27.4671,128177
NV,2020-04-29,26.915001,126294
NV,2020-04-30,28.2474,124216
NV,2020-05-01,32.229801,124296
NV,2020-05-02,45.849098,135640
NV,2020-05-03,35.597401,136351
NV,2020-05-04,27.0805,129558
NV,2020-05-05,29.619301,131527
NV,2020-05-06,27.5431,131361
NV,2020-05-07,28.756399,130214
NV,2020-05-08,33.2677,129484
NV,2020-05-09,55.634499,140543
NV,2020-05-10,41.783798,142113
NV,2020-05-11,26.2652,129541
NV,2020-05-12,28.1045,130705
NV,2020-05-13,29.176701,130897
NV,2020-05-14,29.8836,130869
NV,2020-05-15,33.946301,132617
NV,2020-05-16,50.090199,141019
NV,2020-05-17,41.041302,137617
NV,2020-05-18,42.299702,143901
NV,2020-05-19,33.098801,133548
NV,2020-05-20,33.333599,131149
NV,2020-05-21,35.994202,130423
NV,2020-05-22,41.026798,130625
NV,2020-05-23,56.648998,140119
NV,2020-05-24,47.177299,138003
NV,2020-05-25,34.543999,129328
NV,2020-05-26,46.381802,144817
NV,2020-05-27,33.874401,130889
NV,2020-05-28,33.896702,129196
NV,2020-05-29,52.023102,145277
NV,2020-05-30,39.512901,130409
NV,2020-05-31,45.327599,139810
NV,2020-06-01,34.292801,132565
NV,2020-06-02,35.168598,131508
NV,2020-06-03,38.093601,133313
NH,2020-01-20,40.086102,88369
NH,2020-01-21,31.7085,88927
NH,2020-01-22,32.815899,88831
NH,2020-01-23,33.979401,89425
NH,2020-01-24,40.604099,89593
NH,2020-01-25,44.305599,89989
NH,2020-01-26,39.116199,88380
NH,2020-01-27,30.749599,89097
NH,2020-01-28,29.566799,90008
NH,2020-01-29,31.2414,90453
NH,2020-01-30,34.169102,88651
NH,2020-01-31,42.333698,89500
NH,2020-02-01,48.5993,90330
NH,2020-02-02,37.6092,89584
NH,2020-02-03,31.812201,91129
NH,2020-02-04,32.3377,91626
NH,2020-02-05,32.618,93404
NH,2020-02-06,29.1721,90610
NH,2020-02-07,38.941299,93403
NH,2020-02-08,49.065701,92804
NH,2020-02-09,41.172501,93330
NH,2020-02-10,34.5257,94741
NH,2020-02-11,34.5797,92668
NH,2020-02-12,36.613499,94109
NH,2020-02-13,31.470699,87754
NH,2020-02-14,43.899101,92580
NH,2020-02-15,48.915199,95030
NH,2020-02-16,41.541698,95514
NH,2020-02-17,40.336201,97015
NH,2020-02-18,32.354801,96687
NH,2020-02-19,39.529701,93902
NH,2020-02-20,43.2075,92212
NH,2020-02-21,55.934601,92634
NH,2020-02-22,63.932598,88805
NH,2020-02-23,45.0065,84071
NH,2020-02-24,41.130501,88031
NH,2020-02-25,37.6366,86787
NH,2020-02-26,40.4286,84445
NH,2020-02-27,49.045799,86120
NH,2020-02-28,63.2523,85711
NH,2020-02-29,74.576302,88608
NH,2020-03-01,59.572399,88443
NH,2020-03-02,39.865299,89591
NH,2020-03-03,37.713501,89924
NH,2020-03-04,34.908699,89659
NH,2020-03-05,38.672001,88961
NH,2020-03-06,45.705002,88383
NH,2020-03-07,56.512501,88665
NH,2020-03-08,45.226898,86535
NH,2020-03-09,31.969101,87144
NH,2020-03-10,31.818701,86113
NH,2020-03-11,25.112801,77583
NH,2020-03-12,26.8866,83128
NH,2020-03-13,32.943001,87595
NH,2020-03-14,35.627899,83804
NH,2020-03-15,34.207001,86688
NH,2020-03-16,26.394501,86904
NH,2020-03-17,21.9429,85878
NH,2020-03-18,20.943199,84968
NH,2020-03-19,18.066299,85490
NH,2020-03-20,23.3678,87873
NH,2020-03-21,20.6831,85628
NH,2020-03-22,16.310301,84847
NH,2020-03-23,13.7027,85612
NH,2020-03-24,13.0954,85126
NH,2020-03-25,14.1209,84926
NH,2020-03-26,16.151899,85991
NH,2020-03-27,18.9254,86931
NH,2020-03-28,17.4447,86585
NH,2020-03-29,11.419,85354
NH,2020-03-30,11.1573,85877
NH,2020-03-31,12.6694,86822
NH,2020-04-01,12.3705,82143
NH,2020-04-02,12.3927,80070
NH,2020-04-03,14.9461,81097
NH,2020-04-04,16.306,80638
NH,2020-04-05,11.8598,80397
NH,2020-04-06,11.5953,80665
NH,2020-04-07,12.2414,81963
NH,2020-04-08,11.9967,79968
NH,2020-04-09,11.238,80341
NH,2020-04-10,17.165899,81056
NH,2020-04-11,23.3925,79749
NH,2020-04-12,7.119,76955
NH,2020-04-13,9.0628996,76892
NH,2020-04-14,9.1022997,69223
NH,2020-04-15,10.2638,65846
NH,2020-04-16,9.8771,65696
NH,2020-04-17,12.461,66629
NH,2020-04-18,13.0604,67401
NH,2020-04-19,11.8482,75500
NH,2020-04-20,13.2171,76210
NH,2020-04-21,12.6886,76038
NH,2020-04-22,14.4447,73506
NH,2020-04-23,15.6492,73904
NH,2020-04-24,18.106899,75003
NH,2020-04-25,21.511801,78836
NH,2020-04-26,15.4658,76679
NH,2020-04-27,13.2799,71559
NH,2020-04-28,15.5535,74562
NH,2020-04-29,16.0809,74299
NH,2020-04-30,15.6093,72149
NH,2020-05-01,19.8993,72639
NH,2020-05-02,24.573799,77239
NH,2020-05-03,19.303301,76489
NH,2020-05-04,16.0702,75893
NH,2020-05-05,18.343901,74928
NH,2020-05-06,16.701599,76489
NH,2020-05-07,18.780199,76068
NH,2020-05-08,22.732599,75585
NH,2020-05-09,29.039801,77533
NH,2020-05-10,19.5599,78415
NH,2020-05-11,15.3833,76240
NH,2020-05-12,17.3312,75508
NH,2020-05-13,18.5105,76189
NH,2020-05-14,19.1493,77010
NH,2020-05-15,23.150999,80298
NH,2020-05-16,28.737101,80613
NH,2020-05-17,22.964001,77904
NH,2020-05-18,20.0749,79284
NH,2020-05-19,20.5527,76222
NH,2020-05-20,21.596001,75974
NH,2020-05-21,24.4685,76692
NH,2020-05-22,30.173599,78102
NH,2020-05-23,32.295399,81914
NH,2020-05-24,26.676701,80538
NH,2020-05-25,23.2145,77867
NH,2020-05-26,22.701,80715
NH,2020-05-27,23.075899,76457
NH,2020-05-28,22.6457,75369
NH,2020-05-29,27.367001,83620
NH,2020-05-30,32.317902,79036
NH,2020-05-31,27.8123,80580
NH,2020-06-01,21.914101,78041
NH,2020-06-02,21.9555,76952
NH,2020-06-03,24.970301,76730
NJ,2020-01-20,110.8926,523320
NJ,2020-01-21,102.8844,539262
NJ,2020-01-22,102.2384,539457
NJ,2020-01-23,108.202,541934
NJ,2020-01-24,113.8533,543076
NJ,2020-01-25,102.5136,526825
NJ,2020-01-26,103.1577,525258
NJ,2020-01-27,102.1377,546211
NJ,2020-01-28,99.782501,545318
NJ,2020-01-29,101.7377,546311
NJ,2020-01-30,106.5092,540143
NJ,2020-01-31,112.0693,540739
NJ,2020-02-01,110.1772,524929
NJ,2020-02-02,85.3284,525943
NJ,2020-02-03,102.9119,554273
NJ,2020-02-04,99.292999,565246
NJ,2020-02-05,102.4429,562050
NJ,2020-02-06,110.3347,558977
NJ,2020-02-07,119.04,564129
NJ,2020-02-08,120.2658,545267
NJ,2020-02-09,99.509804,539253
NJ,2020-02-10,108.4457,563831
NJ,2020-02-11,109.3271,562125
NJ,2020-02-12,111.7096,565201
NJ,2020-02-13,115.2899,533027
NJ,2020-02-14,132.10609,535437
NJ,2020-02-15,124.2611,524938
NJ,2020-02-16,110.3567,516091
NJ,2020-02-17,122.7653,531765
NJ,2020-02-18,119.6691,546492
NJ,2020-02-19,115.1117,548464
NJ,2020-02-20,119.2578,548984
NJ,2020-02-21,119.9477,547643
NJ,2020-02-22,123.1946,535436
NJ,2020-02-23,104.4955,526464
NJ,2020-02-24,105.986,551533
NJ,2020-02-25,104.5834,554199
NJ,2020-02-26,107.4326,549906
NJ,2020-02-27,116.2153,559023
NJ,2020-02-28,125.7674,550887
NJ,2020-02-29,122.6502,539902
NJ,2020-03-01,106.4177,535788
NJ,2020-03-02,109.7492,554447
NJ,2020-03-03,102.9699,553939
NJ,2020-03-04,107.0175,551342
NJ,2020-03-05,110.471,548112
NJ,2020-03-06,113.7838,544516
NJ,2020-03-07,120.6202,531383
NJ,2020-03-08,99.819397,522400
NJ,2020-03-09,88.540802,542211
NJ,2020-03-10,90.886497,539061
NJ,2020-03-11,71.433502,500674
NJ,2020-03-12,67.634102,522840
NJ,2020-03-13,75.206497,541727
NJ,2020-03-14,71.302002,505641
NJ,2020-03-15,59.527599,511357
NJ,2020-03-16,53.332298,522949
NJ,2020-03-17,41.173599,511984
NJ,2020-03-18,37.2453,512310
NJ,2020-03-19,32.324299,508569
NJ,2020-03-20,39.066299,518499
NJ,2020-03-21,30.9874,489517
NJ,2020-03-22,18.1625,474095
NJ,2020-03-23,16.6164,478954
NJ,2020-03-24,22.575701,495073
NJ,2020-03-25,20.048,483970
NJ,2020-03-26,20.9041,497569
NJ,2020-03-27,22.863899,503683
NJ,2020-03-28,22.347601,477769
NJ,2020-03-29,18.171301,476605
NJ,2020-03-30,17.8193,495966
NJ,2020-03-31,18.2533,493222
NJ,2020-04-01,18.229099,476223
NJ,2020-04-02,18.5427,470022
NJ,2020-04-03,21.9505,468903
NJ,2020-04-04,22.7631,461144
NJ,2020-04-05,16.767099,459052
NJ,2020-04-06,17.1406,468960
NJ,2020-04-07,16.954901,478309
NJ,2020-04-08,17.431101,466568
NJ,2020-04-09,16.491501,465667
NJ,2020-04-10,20.9751,459206
NJ,2020-04-11,24.009399,458582
NJ,2020-04-12,9.6714001,441968
NJ,2020-04-13,10.634,449465
NJ,2020-04-14,14.7721,425354
NJ,2020-04-15,15.9498,405962
NJ,2020-04-16,15.8181,403027
NJ,2020-04-17,17.627399,406831
NJ,2020-04-18,18.178101,412919
NJ,2020-04-19,16.2108,441088
NJ,2020-04-20,17.388,442520
NJ,2020-04-21,17.2474,447543
NJ,2020-04-22,19.928101,436631
NJ,2020-04-23,19.6283,430305
NJ,2020-04-24,20.318399,432298
NJ,2020-04-25,27.557699,461108
NJ,2020-04-26,16.1192,434769
NJ,2020-04-27,19.469801,427556
NJ,2020-04-28,22.7976,449371
NJ,2020-04-29,21.085199,432789
NJ,2020-04-30,19.999201,419937
NJ,2020-05-01,25.438299,428126
NJ,2020-05-02,32.855099,451221
NJ,2020-05-03,25.460899,448148
NJ,2020-05-04,24.0366,452680
NJ,2020-05-05,25.9198,450384
NJ,2020-05-06,21.7661,447257
NJ,2020-05-07,26.9041,454765
NJ,2020-05-08,28.686001,443388
NJ,2020-05-09,38.884201,457516
NJ,2020-05-10,28.228701,465240
NJ,2020-05-11,21.4977,446470
NJ,2020-05-12,25.9554,447150
NJ,2020-05-13,27.405199,453208
NJ,2020-05-14,28.4461,456344
NJ,2020-05-15,37.075298,463984
NJ,2020-05-16,45.878502,470291
NJ,2020-05-17,32.5331,453294
NJ,2020-05-18,28.831499,464239
NJ,2020-05-19,29.1373,452373
NJ,2020-05-20,29.9018,447620
NJ,2020-05-21,33.269501,450924
NJ,2020-05-22,38.4576,457465
NJ,2020-05-23,44.927601,466394
NJ,2020-05-24,40.205002,462231
NJ,2020-05-25,34.562099,450637
NJ,2020-05-26,33.539101,478608
NJ,2020-05-27,33.1371,450427
NJ,2020-05-28,31.0369,443479
NJ,2020-05-29,38.118599,477586
NJ,2020-05-30,60.0854,455349
NJ,2020-05-31,48.0825,464440
NJ,2020-06-01,33.558201,456145
NJ,2020-06-02,31.9995,454707
NJ,2020-06-03,34.701698,460845
NM,2020-01-20,39.2239,110438
NM,2020-01-21,38.987,114035
NM,2020-01-22,39.776901,113739
NM,2020-01-23,42.540699,114423
NM,2020-01-24,45.429298,113226
NM,2020-01-25,43.250401,110294
NM,2020-01-26,38.007702,110767
NM,2020-01-27,40.497501,116609
NM,2020-01-28,38.727299,115877
NM,2020-01-29,40.454601,116897
NM,2020-01-30,42.744099,115934
NM,2020-01-31,49.604401,115435
NM,2020-02-01,50.4277,112782
NM,2020-02-02,34.987099,112023
NM,2020-02-03,40.7314,118584
NM,2020-02-04,39.638901,121079
NM,2020-02-05,41.728199,120305
NM,2020-02-06,45.806,118773
NM,2020-02-07,51.687901,118894
NM,2020-02-08,49.173302,115610
NM,2020-02-09,41.739601,116305
NM,2020-02-10,43.989101,122618
NM,2020-02-11,36.028702,121097
NM,2020-02-12,43.727001,119560
NM,2020-02-13,44.1908,110494
NM,2020-02-14,51.409801,115056
NM,2020-02-15,47.5401,114588
NM,2020-02-16,37.93,112372
NM,2020-02-17,42.094299,114664
NM,2020-02-18,42.629398,116569
NM,2020-02-19,43.699299,116732
NM,2020-02-20,44.270401,117470
NM,2020-02-21,48.6964,116557
NM,2020-02-22,46.2603,113741
NM,2020-02-23,40.224701,111067
NM,2020-02-24,42.583302,116093
NM,2020-02-25,42.332199,117918
NM,2020-02-26,45.6264,115398
NM,2020-02-27,47.834202,118054
NM,2020-02-28,53.065899,114866
NM,2020-02-29,52.464901,113904
NM,2020-03-01,45.8974,112339
NM,2020-03-02,46.772999,115544
NM,2020-03-03,43.742001,116513
NM,2020-03-04,45.474201,116188
NM,2020-03-05,47.625099,113980
NM,2020-03-06,52.919701,112013
NM,2020-03-07,54.103298,112236
NM,2020-03-08,43.7696,111917
NM,2020-03-09,37.346401,114743
NM,2020-03-10,41.662498,113070
NM,2020-03-11,28.135599,98052
NM,2020-03-12,25.4867,109475
NM,2020-03-13,34.052898,111861
NM,2020-03-14,39.3801,108921
NM,2020-03-15,35.1511,110818
NM,2020-03-16,29.7904,111886
NM,2020-03-17,27.5145,112903
NM,2020-03-18,27.4799,110993
NM,2020-03-19,25.1968,110459
NM,2020-03-20,32.405899,110655
NM,2020-03-21,25.943399,106965
NM,2020-03-22,18.268801,101729
NM,2020-03-23,23.177601,105961
NM,2020-03-24,23.115101,104987
NM,2020-03-25,22.25,105579
NM,2020-03-26,17.6696,106112
NM,2020-03-27,19.274599,106823
NM,2020-03-28,25.4354,104965
NM,2020-03-29,19.537201,103919
NM,2020-03-30,17.3573,106359
NM,2020-03-31,18.525801,105311
NM,2020-04-01,18.124201,102063
NM,2020-04-02,18.0058,100899
NM,2020-04-03,26.1112,102659
NM,2020-04-04,22.9867,98323
NM,2020-04-05,17.968599,97977
NM,2020-04-06,15.9645,98884
NM,2020-04-07,16.005699,100105
NM,2020-04-08,16.5965,97309
NM,2020-04-09,17.097099,99155
NM,2020-04-10,20.449699,98899
NM,2020-04-11,24.861,97709
NM,2020-04-12,14.4619,96077
NM,2020-04-13,13.245,95914
NM,2020-04-14,11.1547,82573
NM,2020-04-15,14.0025,77310
NM,2020-04-16,13.8774,76864
NM,2020-04-17,14.9776,76958
NM,2020-04-18,17.8193,81783
NM,2020-04-19,16.787201,92043
NM,2020-04-20,17.8873,91642
